X (ECEF),Y (ECEF),Z (ECEF),Northing,Easting,Elevation,dX,dY,dZ,dN,dE,dH,
-2956298.724,5075995.151,2476764.621,2544529.999,169716.102,19.668,0,-0.002,-0.006,1.01E-03,-4.85E-03,-3.94E-03,
-2956298.724,5075995.145,2476764.622,2544530.002,169716.105,19.664,0,-0.008,-0.005,4.03E-03,-1.90E-03,-8.32E-03,
-2956298.724,5075995.15,2476764.625,2544530.002,169716.103,19.67,0,-0.003,-0.002,1.51E-03,-8.28E-04,-3.17E-03,
-2956298.724,5075995.147,2476764.626,2544530.004,169716.104,19.667,0,-0.006,-0.001,3.02E-03,1.11E-03,-5.16E-03,
-2956298.724,5075995.15,2476764.622,2544530,169716.103,19.669,0,-0.003,-0.005,1.51E-03,-3.59E-03,-4.34E-03,
-2956298.724,5075995.145,2476764.62,2544530,169716.105,19.664,0,-0.008,-0.007,4.03E-03,-3.74E-03,-9.10E-03,
-2956298.724,5075995.146,2476764.624,2544530.003,169716.105,19.665,0,-0.007,-0.003,3.52E-03,-3.98E-04,-6.74E-03,
-2956298.724,5075995.154,2476764.628,2544530.004,169716.101,19.673,0,0.001,0.001,-5.03E-04,5.83E-04,1.19E-03,
-2956298.724,5075995.15,2476764.627,2544530.004,169716.103,19.67,0,-0.003,0,1.51E-03,1.01E-03,-2.39E-03,
-2956298.724,5075995.154,2476764.622,2544529.999,169716.101,19.672,0,0.001,-0.005,-5.03E-04,-4.94E-03,-1.16E-03,
-2956298.724,5075995.149,2476764.627,2544530.005,169716.104,19.669,0,-0.004,0,2.01E-03,1.35E-03,-3.18E-03,
-2956298.724,5075995.155,2476764.628,2544530.003,169716.1,19.674,0,0.002,0.001,-1.01E-03,2.45E-04,1.98E-03,
-2956298.724,5075995.153,2476764.62,2544529.997,169716.101,19.67,0,0,-0.007,0.00E+00,-6.44E-03,-2.74E-03,
-2956298.724,5075995.155,2476764.626,2544530.002,169716.1,19.674,0,0.002,-0.001,-1.01E-03,-1.60E-03,1.20E-03,
-2956298.724,5075995.156,2476764.628,2544530.003,169716.1,19.675,0,0.003,0.001,-1.51E-03,-9.24E-05,2.78E-03,
-2956298.724,5075995.147,2476764.625,2544530.003,169716.105,19.667,0,-0.006,-0.002,3.02E-03,1.85E-04,-5.55E-03,
-2956298.724,5075995.146,2476764.625,2544530.003,169716.105,19.667,0,-0.007,-0.002,3.52E-03,5.23E-04,-6.35E-03,
-2956298.724,5075995.152,2476764.63,2544530.006,169716.102,19.673,0,-0.001,0.003,5.03E-04,3.10E-03,3.77E-04,
-2956298.724,5075995.149,2476764.625,2544530.003,169716.103,19.668,0,-0.004,-0.002,2.01E-03,-4.90E-04,-3.96E-03,
-2956298.724,5075995.15,2476764.622,2544530,169716.103,19.668,0,-0.003,-0.005,1.51E-03,-3.59E-03,-4.34E-03,
-2956298.724,5075995.152,2476764.625,2544530.002,169716.102,19.671,0,-0.001,-0.002,5.03E-04,-1.50E-03,-1.58E-03,
-2956298.724,5075995.147,2476764.625,2544530.004,169716.104,19.667,0,-0.006,-0.002,3.02E-03,1.85E-04,-5.55E-03,
-2956298.724,5075995.147,2476764.624,2544530.002,169716.105,19.667,0,-0.006,-0.003,3.02E-03,-7.36E-04,-5.94E-03,
-2956298.724,5075995.152,2476764.624,2544530.001,169716.102,19.671,0,-0.001,-0.003,5.03E-04,-2.42E-03,-1.97E-03,
-2956298.724,5075995.146,2476764.625,2544530.003,169716.106,19.666,0,-0.007,-0.002,3.52E-03,5.23E-04,-6.35E-03,
-2956298.724,5075995.161,2476764.624,2544529.998,169716.098,19.678,0,0.008,-0.003,-4.03E-03,-5.46E-03,5.19E-03,
-2956298.724,5075995.149,2476764.621,2544529.999,169716.103,19.667,0,-0.004,-0.006,2.01E-03,-4.17E-03,-5.53E-03,
-2956298.724,5075995.152,2476764.626,2544530.003,169716.102,19.672,0,-0.001,-0.001,5.03E-04,-5.83E-04,-1.19E-03,
-2956298.724,5075995.148,2476764.62,2544529.999,169716.104,19.666,0,-0.005,-0.007,2.52E-03,-4.76E-03,-6.71E-03,
-2956298.724,5075995.148,2476764.622,2544530,169716.104,19.666,0,-0.005,-0.005,2.52E-03,-2.91E-03,-5.93E-03,
-2956298.724,5075995.145,2476764.625,2544530.004,169716.105,19.666,0,-0.008,-0.002,4.03E-03,8.60E-04,-7.14E-03,
-2956298.724,5075995.155,2476764.629,2544530.005,169716.101,19.675,0,0.002,0.002,-1.01E-03,1.17E-03,2.37E-03,
-2956298.724,5075995.155,2476764.625,2544530.001,169716.101,19.673,0,0.002,-0.002,-1.01E-03,-2.52E-03,8.09E-04,
-2956298.724,5075995.145,2476764.623,2544530.002,169716.105,19.665,0,-0.008,-0.004,4.03E-03,-9.81E-04,-7.93E-03,
-2956298.724,5075995.151,2476764.622,2544530,169716.102,19.669,0,-0.002,-0.005,1.01E-03,-3.93E-03,-3.54E-03,
-2956298.724,5075995.141,2476764.624,2544530.005,169716.108,19.662,0,-0.012,-0.003,6.04E-03,1.29E-03,-1.07E-02,
-2956298.724,5075995.144,2476764.623,2544530.002,169716.106,19.664,0,-0.009,-0.004,4.53E-03,-6.43E-04,-8.72E-03,
-2956298.724,5075995.152,2476764.623,2544530,169716.102,19.67,0,-0.001,-0.004,5.03E-04,-3.34E-03,-2.36E-03,
-2956298.725,5075995.146,2476764.628,2544530.007,169716.106,19.668,-0.001,-0.007,0.001,4.39E-03,3.09E-03,-4.71E-03,
-2956298.725,5075995.15,2476764.626,2544530.003,169716.104,19.671,-0.001,-0.003,-0.001,2.37E-03,-1.04E-04,-2.31E-03,
-2956298.725,5075995.149,2476764.626,2544530.004,169716.105,19.67,-0.001,-0.004,-0.001,2.88E-03,2.33E-04,-3.11E-03,
-2956298.725,5075995.146,2476764.627,2544530.005,169716.105,19.668,-0.001,-0.007,0,4.39E-03,2.17E-03,-5.10E-03,
-2956298.725,5075995.152,2476764.625,2544530.002,169716.103,19.672,-0.001,-0.001,-0.002,1.37E-03,-1.70E-03,-1.11E-03,
-2956298.725,5075995.15,2476764.622,2544529.999,169716.104,19.668,-0.001,-0.003,-0.005,2.37E-03,-3.79E-03,-3.88E-03,
-2956298.725,5075995.154,2476764.628,2544530.003,169716.102,19.674,-0.001,0.001,0.001,3.61E-04,3.86E-04,1.65E-03,
-2956298.725,5075995.153,2476764.631,2544530.007,169716.102,19.675,-0.001,0,0.004,8.64E-04,3.49E-03,2.03E-03,
-2956298.725,5075995.151,2476764.626,2544530.003,169716.104,19.672,-0.001,-0.002,-0.001,1.87E-03,-4.42E-04,-1.52E-03,
-2956298.725,5075995.145,2476764.622,2544530.002,169716.106,19.664,-0.001,-0.008,-0.005,4.89E-03,-2.10E-03,-7.85E-03,
-2956298.725,5075995.146,2476764.627,2544530.006,169716.105,19.668,-0.001,-0.007,0,4.39E-03,2.17E-03,-5.10E-03,
-2956298.725,5075995.153,2476764.622,2544529.999,169716.102,19.671,-0.001,0,-0.005,8.64E-04,-4.80E-03,-1.49E-03,
-2956298.725,5075995.152,2476764.624,2544530.001,169716.103,19.671,-0.001,-0.001,-0.003,1.37E-03,-2.62E-03,-1.50E-03,
-2956298.725,5075995.144,2476764.626,2544530.005,169716.107,19.666,-0.001,-0.009,-0.001,5.39E-03,1.92E-03,-7.09E-03,
-2956298.725,5075995.156,2476764.631,2544530.006,169716.1,19.677,-0.001,0.003,0.004,-6.46E-04,2.47E-03,4.41E-03,
-2956298.725,5075995.147,2476764.628,2544530.006,169716.105,19.668,-0.001,-0.006,0.001,3.88E-03,2.75E-03,-3.92E-03,
-2956298.725,5075995.146,2476764.63,2544530.008,169716.106,19.669,-0.001,-0.007,0.003,4.39E-03,4.93E-03,-3.93E-03,
-2956298.725,5075995.149,2476764.631,2544530.008,169716.105,19.672,-0.001,-0.004,0.004,2.88E-03,4.84E-03,-1.16E-03,
-2956298.725,5075995.153,2476764.635,2544530.01,169716.103,19.677,-0.001,0,0.008,8.64E-04,7.17E-03,3.59E-03,
-2956298.725,5075995.148,2476764.63,2544530.007,169716.104,19.671,-0.001,-0.005,0.003,3.38E-03,4.25E-03,-2.34E-03,
-2956298.725,5075995.148,2476764.627,2544530.005,169716.105,19.669,-0.001,-0.005,0,3.38E-03,1.49E-03,-3.51E-03,
-2956298.725,5075995.148,2476764.628,2544530.006,169716.105,19.669,-0.001,-0.005,0.001,3.38E-03,2.41E-03,-3.12E-03,
-2956298.725,5075995.151,2476764.63,2544530.007,169716.104,19.673,-0.001,-0.002,0.003,1.87E-03,3.24E-03,4.46E-05,
-2956298.725,5075995.143,2476764.626,2544530.006,169716.107,19.665,-0.001,-0.01,-0.001,5.90E-03,2.26E-03,-7.88E-03,
-2956298.725,5075995.149,2476764.628,2544530.006,169716.105,19.67,-0.001,-0.004,0.001,2.88E-03,2.07E-03,-2.33E-03,
-2956298.725,5075995.15,2476764.63,2544530.006,169716.104,19.672,-0.001,-0.003,0.003,2.37E-03,3.58E-03,-7.51E-04,
-2956298.725,5075995.148,2476764.621,2544530,169716.104,19.667,-0.001,-0.005,-0.006,3.38E-03,-4.03E-03,-5.86E-03,
-2956298.725,5075995.142,2476764.621,2544530.001,169716.108,19.662,-0.001,-0.011,-0.006,6.40E-03,-2.01E-03,-1.06E-02,
-2956298.725,5075995.151,2476764.63,2544530.006,169716.103,19.673,-0.001,-0.002,0.003,1.87E-03,3.24E-03,4.46E-05,
-2956298.725,5075995.151,2476764.627,2544530.004,169716.103,19.672,-0.001,-0.002,0,1.87E-03,4.79E-04,-1.13E-03,
-2956298.725,5075995.149,2476764.628,2544530.006,169716.104,19.671,-0.001,-0.004,0.001,2.88E-03,2.07E-03,-2.33E-03,
-2956298.725,5075995.143,2476764.633,2544530.012,169716.108,19.668,-0.001,-0.01,0.006,5.90E-03,8.70E-03,-5.15E-03,
-2956298.725,5075995.155,2476764.629,2544530.005,169716.101,19.676,-0.001,0.002,0.002,-1.42E-04,9.69E-04,2.84E-03,
-2956298.725,5075995.15,2476764.632,2544530.009,169716.104,19.673,-0.001,-0.003,0.005,2.37E-03,5.42E-03,3.07E-05,
-2956298.725,5075995.157,2476764.632,2544530.006,169716.101,19.679,-0.001,0.004,0.005,-1.15E-03,3.06E-03,5.60E-03,
-2956298.725,5075995.149,2476764.631,2544530.008,169716.104,19.672,-0.001,-0.004,0.004,2.88E-03,4.84E-03,-1.16E-03,
-2956298.725,5075995.151,2476764.627,2544530.004,169716.103,19.672,-0.001,-0.002,0,1.87E-03,4.79E-04,-1.13E-03,
-2956298.725,5075995.149,2476764.632,2544530.009,169716.104,19.672,-0.001,-0.004,0.005,2.88E-03,5.76E-03,-7.65E-04,
-2956298.725,5075995.154,2476764.627,2544530.003,169716.102,19.674,-0.001,0.001,0,3.61E-04,-5.34E-04,1.26E-03,
-2956298.725,5075995.157,2476764.627,2544530.001,169716.1,19.676,-0.001,0.004,0,-1.15E-03,-1.55E-03,3.64E-03,
-2956298.725,5075995.157,2476764.63,2544530.004,169716.1,19.677,-0.001,0.004,0.003,-1.15E-03,1.21E-03,4.82E-03,
-2956298.725,5075995.146,2476764.627,2544530.006,169716.106,19.668,-0.001,-0.007,0,4.39E-03,2.17E-03,-5.10E-03,
-2956298.725,5075995.149,2476764.628,2544530.005,169716.105,19.671,-0.001,-0.004,0.001,2.88E-03,2.07E-03,-2.33E-03,
-2956298.725,5075995.151,2476764.631,2544530.007,169716.103,19.673,-0.001,-0.002,0.004,1.87E-03,4.16E-03,4.35E-04,
-2956298.725,5075995.151,2476764.632,2544530.008,169716.103,19.674,-0.001,-0.002,0.005,1.87E-03,5.08E-03,8.26E-04,
-2956298.725,5075995.146,2476764.626,2544530.004,169716.106,19.667,-0.001,-0.007,-0.001,4.39E-03,1.25E-03,-5.50E-03,
-2956298.725,5075995.144,2476764.622,2544530.001,169716.107,19.664,-0.001,-0.009,-0.005,5.39E-03,-1.76E-03,-8.65E-03,
-2956298.725,5075995.146,2476764.627,2544530.006,169716.106,19.667,-0.001,-0.007,0,4.39E-03,2.17E-03,-5.10E-03,
-2956298.725,5075995.15,2476764.628,2544530.005,169716.104,19.671,-0.001,-0.003,0.001,2.37E-03,1.74E-03,-1.53E-03,
-2956298.725,5075995.152,2476764.63,2544530.006,169716.103,19.673,-0.001,-0.001,0.003,1.37E-03,2.90E-03,8.40E-04,
-2956298.725,5075995.154,2476764.628,2544530.004,169716.102,19.674,-0.001,0.001,0.001,3.61E-04,3.86E-04,1.65E-03,
-2956298.725,5075995.153,2476764.621,2544529.997,169716.103,19.671,-0.001,0,-0.006,8.64E-04,-5.72E-03,-1.88E-03,
-2956298.725,5075995.143,2476764.623,2544530.003,169716.107,19.664,-0.001,-0.01,-0.004,5.90E-03,-5.02E-04,-9.05E-03,
-2956298.725,5075995.152,2476764.627,2544530.004,169716.103,19.672,-0.001,-0.001,0,1.37E-03,1.41E-04,-3.32E-04,
-2956298.725,5075995.146,2476764.628,2544530.006,169716.105,19.668,-0.001,-0.007,0.001,4.39E-03,3.09E-03,-4.71E-03,
-2956298.725,5075995.152,2476764.629,2544530.005,169716.102,19.673,-0.001,-0.001,0.002,1.37E-03,1.98E-03,4.49E-04,
-2956298.725,5075995.154,2476764.628,2544530.004,169716.102,19.675,-0.001,0.001,0.001,3.61E-04,3.86E-04,1.65E-03,
-2956298.725,5075995.149,2476764.628,2544530.005,169716.104,19.67,-0.001,-0.004,0.001,2.88E-03,2.07E-03,-2.33E-03,
-2956298.725,5075995.149,2476764.626,2544530.004,169716.104,19.67,-0.001,-0.004,-0.001,2.88E-03,2.33E-04,-3.11E-03,
-2956298.725,5075995.146,2476764.622,2544530.001,169716.106,19.666,-0.001,-0.007,-0.005,4.39E-03,-2.44E-03,-7.06E-03,
-2956298.725,5075995.152,2476764.629,2544530.005,169716.102,19.673,-0.001,-0.001,0.002,1.37E-03,1.98E-03,4.49E-04,
-2956298.725,5075995.163,2476764.632,2544530.004,169716.098,19.683,-0.001,0.01,0.005,-4.17E-03,1.03E-03,1.04E-02,
-2956298.725,5075995.15,2476764.629,2544530.006,169716.104,19.672,-0.001,-0.003,0.002,2.37E-03,2.66E-03,-1.14E-03,
-2956298.725,5075995.149,2476764.624,2544530.002,169716.104,19.669,-0.001,-0.004,-0.003,2.88E-03,-1.61E-03,-3.89E-03,
-2956298.725,5075995.157,2476764.635,2544530.009,169716.1,19.68,-0.001,0.004,0.008,-1.15E-03,5.82E-03,6.77E-03,
-2956298.725,5075995.161,2476764.628,2544530.002,169716.098,19.68,-0.001,0.008,0.001,-3.16E-03,-1.98E-03,7.22E-03,
-2956298.725,5075995.155,2476764.628,2544530.004,169716.101,19.675,-0.001,0.002,0.001,-1.42E-04,4.86E-05,2.44E-03,
-2956298.725,5075995.146,2476764.626,2544530.005,169716.106,19.667,-0.001,-0.007,-0.001,4.39E-03,1.25E-03,-5.50E-03,
-2956298.725,5075995.158,2476764.632,2544530.007,169716.1,19.679,-0.001,0.005,0.005,-1.65E-03,2.72E-03,6.39E-03,
-2956298.725,5075995.16,2476764.624,2544529.998,169716.099,19.677,-0.001,0.007,-0.003,-2.66E-03,-5.32E-03,4.86E-03,
-2956298.725,5075995.156,2476764.629,2544530.004,169716.101,19.677,-0.001,0.003,0.002,-6.46E-04,6.31E-04,3.63E-03,
-2956298.725,5075995.157,2476764.631,2544530.006,169716.101,19.677,-0.001,0.004,0.004,-1.15E-03,2.13E-03,5.21E-03,
-2956298.725,5075995.148,2476764.629,2544530.007,169716.105,19.67,-0.001,-0.005,0.002,3.38E-03,3.33E-03,-2.73E-03,
-2956298.725,5075995.148,2476764.629,2544530.007,169716.105,19.67,-0.001,-0.005,0.002,3.38E-03,3.33E-03,-2.73E-03,
-2956298.725,5075995.143,2476764.619,2544529.999,169716.107,19.661,-0.001,-0.01,-0.008,5.90E-03,-4.18E-03,-1.06E-02,
-2956298.725,5075995.149,2476764.627,2544530.004,169716.104,19.67,-0.001,-0.004,0,2.88E-03,1.15E-03,-2.72E-03,
-2956298.725,5075995.156,2476764.635,2544530.01,169716.101,19.679,-0.001,0.003,0.008,-6.46E-04,6.15E-03,5.98E-03,
-2956298.725,5075995.157,2476764.633,2544530.007,169716.101,19.679,-0.001,0.004,0.006,-1.15E-03,3.98E-03,5.99E-03,
-2956298.725,5075995.152,2476764.628,2544530.005,169716.103,19.673,-0.001,-0.001,0.001,1.37E-03,1.06E-03,5.86E-05,
-2956298.725,5075995.163,2476764.637,2544530.009,169716.097,19.685,-0.001,0.01,0.01,-4.17E-03,5.63E-03,1.23E-02,
-2956298.725,5075995.157,2476764.63,2544530.005,169716.1,19.677,-0.001,0.004,0.003,-1.15E-03,1.21E-03,4.82E-03,
-2956298.725,5075995.148,2476764.623,2544530.002,169716.105,19.667,-0.001,-0.005,-0.004,3.38E-03,-2.19E-03,-5.08E-03,
-2956298.725,5075995.151,2476764.627,2544530.004,169716.103,19.672,-0.001,-0.002,0,1.87E-03,4.79E-04,-1.13E-03,
-2956298.725,5075995.153,2476764.625,2544530.002,169716.103,19.672,-0.001,0,-0.002,8.64E-04,-2.04E-03,-3.18E-04,
-2956298.725,5075995.149,2476764.624,2544530.002,169716.105,19.669,-0.001,-0.004,-0.003,2.88E-03,-1.61E-03,-3.89E-03,
-2956298.725,5075995.145,2476764.624,2544530.003,169716.106,19.666,-0.001,-0.008,-0.003,4.89E-03,-2.57E-04,-7.07E-03,
-2956298.725,5075995.149,2476764.631,2544530.008,169716.104,19.671,-0.001,-0.004,0.004,2.88E-03,4.84E-03,-1.16E-03,
-2956298.725,5075995.151,2476764.625,2544530.002,169716.103,19.671,-0.001,-0.002,-0.002,1.87E-03,-1.36E-03,-1.91E-03,
-2956298.725,5075995.148,2476764.625,2544530.003,169716.105,19.669,-0.001,-0.005,-0.002,3.38E-03,-3.49E-04,-4.30E-03,
-2956298.725,5075995.15,2476764.624,2544530.002,169716.104,19.67,-0.001,-0.003,-0.003,2.37E-03,-1.95E-03,-3.10E-03,
-2956298.725,5075995.147,2476764.62,2544529.999,169716.105,19.666,-0.001,-0.006,-0.007,3.88E-03,-4.61E-03,-7.04E-03,
-2956298.725,5075995.148,2476764.623,2544530.001,169716.105,19.667,-0.001,-0.005,-0.004,3.38E-03,-2.19E-03,-5.08E-03,
-2956298.725,5075995.153,2476764.627,2544530.003,169716.103,19.673,-0.001,0,0,8.64E-04,-1.97E-04,4.63E-04,
-2956298.725,5075995.149,2476764.624,2544530.002,169716.105,19.669,-0.001,-0.004,-0.003,2.88E-03,-1.61E-03,-3.89E-03,
-2956298.725,5075995.141,2476764.622,2544530.002,169716.108,19.662,-0.001,-0.012,-0.005,6.90E-03,-7.47E-04,-1.10E-02,
-2956298.725,5075995.15,2476764.628,2544530.005,169716.104,19.671,-0.001,-0.003,0.001,2.37E-03,1.74E-03,-1.53E-03,
-2956298.725,5075995.142,2476764.625,2544530.005,169716.108,19.664,-0.001,-0.011,-0.002,6.40E-03,1.68E-03,-9.07E-03,
-2956298.725,5075995.146,2476764.621,2544530,169716.106,19.665,-0.001,-0.007,-0.006,4.39E-03,-3.36E-03,-7.45E-03,
-2956298.725,5075995.147,2476764.625,2544530.003,169716.105,19.668,-0.001,-0.006,-0.002,3.88E-03,-1.18E-05,-5.09E-03,
-2956298.725,5075995.157,2476764.627,2544530.002,169716.101,19.676,-0.001,0.004,0,-1.15E-03,-1.55E-03,3.64E-03,
-2956298.725,5075995.141,2476764.62,2544530,169716.109,19.661,-0.001,-0.012,-0.007,6.90E-03,-2.59E-03,-1.18E-02,
-2956298.725,5075995.151,2476764.63,2544530.006,169716.104,19.673,-0.001,-0.002,0.003,1.87E-03,3.24E-03,4.46E-05,
-2956298.725,5075995.145,2476764.619,2544529.998,169716.106,19.664,-0.001,-0.008,-0.008,4.89E-03,-4.86E-03,-9.03E-03,
-2956298.725,5075995.148,2476764.621,2544529.999,169716.105,19.667,-0.001,-0.005,-0.006,3.38E-03,-4.03E-03,-5.86E-03,
-2956298.725,5075995.161,2476764.63,2544530.003,169716.098,19.681,-0.001,0.008,0.003,-3.16E-03,-1.36E-04,8.00E-03,
-2956298.725,5075995.145,2476764.625,2544530.005,169716.107,19.666,-0.001,-0.008,-0.002,4.89E-03,6.64E-04,-6.68E-03,
-2956298.725,5075995.145,2476764.622,2544530.001,169716.106,19.665,-0.001,-0.008,-0.005,4.89E-03,-2.10E-03,-7.85E-03,
-2956298.725,5075995.144,2476764.625,2544530.004,169716.107,19.665,-0.001,-0.009,-0.002,5.39E-03,1.00E-03,-7.48E-03,
-2956298.725,5075995.147,2476764.624,2544530.002,169716.105,19.667,-0.001,-0.006,-0.003,3.88E-03,-9.32E-04,-5.48E-03,
-2956298.725,5075995.151,2476764.624,2544530.001,169716.104,19.671,-0.001,-0.002,-0.003,1.87E-03,-2.28E-03,-2.30E-03,
-2956298.725,5075995.146,2476764.626,2544530.005,169716.106,19.667,-0.001,-0.007,-0.001,4.39E-03,1.25E-03,-5.50E-03,
-2956298.725,5075995.157,2476764.627,2544530.002,169716.1,19.676,-0.001,0.004,0,-1.15E-03,-1.55E-03,3.64E-03,
-2956298.725,5075995.145,2476764.62,2544530,169716.106,19.664,-0.001,-0.008,-0.007,4.89E-03,-3.94E-03,-8.64E-03,
-2956298.725,5075995.146,2476764.621,2544529.999,169716.106,19.665,-0.001,-0.007,-0.006,4.39E-03,-3.36E-03,-7.45E-03,
-2956298.725,5075995.158,2476764.628,2544530.002,169716.1,19.678,-0.001,0.005,0.001,-1.65E-03,-9.64E-04,4.83E-03,
-2956298.725,5075995.142,2476764.624,2544530.004,169716.108,19.664,-0.001,-0.011,-0.003,6.40E-03,7.56E-04,-9.46E-03,
-2956298.725,5075995.146,2476764.624,2544530.003,169716.106,19.667,-0.001,-0.007,-0.003,4.39E-03,-5.95E-04,-6.28E-03,
-2956298.725,5075995.154,2476764.629,2544530.004,169716.102,19.675,-0.001,0.001,0.002,3.61E-04,1.31E-03,2.04E-03,
-2956298.725,5075995.154,2476764.63,2544530.006,169716.102,19.675,-0.001,0.001,0.003,3.61E-04,2.23E-03,2.43E-03,
-2956298.725,5075995.148,2476764.622,2544530,169716.105,19.667,-0.001,-0.005,-0.005,3.38E-03,-3.11E-03,-5.47E-03,
-2956298.725,5075995.153,2476764.628,2544530.005,169716.102,19.673,-0.001,0,0.001,8.64E-04,7.24E-04,8.54E-04,
-2956298.725,5075995.145,2476764.625,2544530.004,169716.107,19.666,-0.001,-0.008,-0.002,4.89E-03,6.64E-04,-6.68E-03,
-2956298.725,5075995.143,2476764.625,2544530.004,169716.107,19.664,-0.001,-0.01,-0.002,5.90E-03,1.34E-03,-8.27E-03,
-2956298.725,5075995.153,2476764.623,2544530,169716.102,19.671,-0.001,0,-0.004,8.64E-04,-3.88E-03,-1.10E-03,
-2956298.725,5075995.152,2476764.625,2544530.001,169716.103,19.672,-0.001,-0.001,-0.002,1.37E-03,-1.70E-03,-1.11E-03,
-2956298.725,5075995.154,2476764.628,2544530.004,169716.102,19.674,-0.001,0.001,0.001,3.61E-04,3.86E-04,1.65E-03,
-2956298.725,5075995.15,2476764.622,2544530,169716.104,19.669,-0.001,-0.003,-0.005,2.37E-03,-3.79E-03,-3.88E-03,
-2956298.725,5075995.148,2476764.621,2544530,169716.105,19.667,-0.001,-0.005,-0.006,3.38E-03,-4.03E-03,-5.86E-03,
-2956298.725,5075995.145,2476764.624,2544530.003,169716.106,19.666,-0.001,-0.008,-0.003,4.89E-03,-2.57E-04,-7.07E-03,
-2956298.725,5075995.151,2476764.625,2544530.002,169716.104,19.671,-0.001,-0.002,-0.002,1.87E-03,-1.36E-03,-1.91E-03,
-2956298.725,5075995.154,2476764.625,2544530.001,169716.102,19.673,-0.001,0.001,-0.002,3.61E-04,-2.38E-03,4.77E-04,
-2956298.725,5075995.161,2476764.633,2544530.007,169716.098,19.682,-0.001,0.008,0.006,-3.16E-03,2.63E-03,9.17E-03,
-2956298.725,5075995.152,2476764.627,2544530.003,169716.103,19.672,-0.001,-0.001,0,1.37E-03,1.41E-04,-3.32E-04,
-2956298.725,5075995.148,2476764.627,2544530.004,169716.105,19.669,-0.001,-0.005,0,3.38E-03,1.49E-03,-3.51E-03,
-2956298.725,5075995.141,2476764.621,2544530.002,169716.109,19.661,-0.001,-0.012,-0.006,6.90E-03,-1.67E-03,-1.14E-02,
-2956298.725,5075995.151,2476764.629,2544530.006,169716.104,19.672,-0.001,-0.002,0.002,1.87E-03,2.32E-03,-3.46E-04,
-2956298.725,5075995.143,2476764.623,2544530.002,169716.107,19.663,-0.001,-0.01,-0.004,5.90E-03,-5.02E-04,-9.05E-03,
-2956298.725,5075995.145,2476764.623,2544530.002,169716.106,19.665,-0.001,-0.008,-0.004,4.89E-03,-1.18E-03,-7.46E-03,
-2956298.726,5075995.153,2476764.627,2544530.003,169716.103,19.673,-0.002,0,0,1.73E-03,-3.93E-04,9.27E-04,
-2956298.726,5075995.156,2476764.63,2544530.005,169716.101,19.677,-0.002,0.003,0.003,2.18E-04,1.36E-03,4.49E-03,
-2956298.726,5075995.155,2476764.629,2544530.004,169716.102,19.676,-0.002,0.002,0.002,7.22E-04,7.72E-04,3.30E-03,
-2956298.726,5075995.155,2476764.631,2544530.006,169716.102,19.677,-0.002,0.002,0.004,7.22E-04,2.61E-03,4.08E-03,
-2956298.726,5075995.151,2476764.626,2544530.002,169716.104,19.672,-0.002,-0.002,-0.001,2.73E-03,-6.39E-04,-1.06E-03,
-2956298.726,5075995.152,2476764.63,2544530.006,169716.104,19.674,-0.002,-0.001,0.003,2.23E-03,2.71E-03,1.30E-03,
-2956298.726,5075995.15,2476764.627,2544530.004,169716.104,19.672,-0.002,-0.003,0,3.24E-03,6.20E-04,-1.46E-03,
-2956298.726,5075995.151,2476764.625,2544530.002,169716.104,19.671,-0.002,-0.002,-0.002,2.73E-03,-1.56E-03,-1.45E-03,
-2956298.726,5075995.151,2476764.628,2544530.004,169716.104,19.672,-0.002,-0.002,0.001,2.73E-03,1.20E-03,-2.74E-04,
-2956298.726,5075995.152,2476764.629,2544530.005,169716.104,19.673,-0.002,-0.001,0.002,2.23E-03,1.79E-03,9.13E-04,
-2956298.726,5075995.155,2476764.628,2544530.004,169716.102,19.676,-0.002,0.002,0.001,7.22E-04,-1.48E-04,2.91E-03,
-2956298.726,5075995.156,2476764.634,2544530.008,169716.102,19.679,-0.002,0.003,0.007,2.18E-04,5.04E-03,6.05E-03,
-2956298.726,5075995.151,2476764.629,2544530.005,169716.104,19.673,-0.002,-0.002,0.002,2.73E-03,2.12E-03,1.17E-04,
-2956298.726,5075995.158,2476764.625,2544530,169716.101,19.677,-0.002,0.005,-0.002,-7.88E-04,-3.92E-03,4.12E-03,
-2956298.726,5075995.15,2476764.625,2544530.002,169716.105,19.67,-0.002,-0.003,-0.002,3.24E-03,-1.22E-03,-2.24E-03,
-2956298.726,5075995.151,2476764.631,2544530.007,169716.105,19.674,-0.002,-0.002,0.004,2.73E-03,3.96E-03,8.99E-04,
-2956298.726,5075995.155,2476764.63,2544530.005,169716.103,19.676,-0.002,0.002,0.003,7.22E-04,1.69E-03,3.69E-03,
-2956298.726,5075995.152,2476764.629,2544530.005,169716.104,19.673,-0.002,-0.001,0.002,2.23E-03,1.79E-03,9.13E-04,
-2956298.726,5075995.148,2476764.629,2544530.006,169716.106,19.67,-0.002,-0.005,0.002,4.24E-03,3.14E-03,-2.27E-03,
-2956298.726,5075995.155,2476764.633,2544530.007,169716.103,19.677,-0.002,0.002,0.006,7.22E-04,4.45E-03,4.86E-03,
-2956298.726,5075995.151,2476764.625,2544530.002,169716.105,19.672,-0.002,-0.002,-0.002,2.73E-03,-1.56E-03,-1.45E-03,
